Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
['কার্যত' 'দূষণের' 'গ্যাস' 'চেম্বারে' 'পরিণত' 'হয়েছে' 'রাজধানী' '!'],['O' 'O' 'O' 'O' 'O' 'O' 'B-NOM' 'O'],234,"[     101  2097472 13664392  7378944  2660352 13664352  2104320 13664352
  2137088 13665128  3147776  6461440 13664264  7378944  2130240 13664352
  2660352 13664392  3152896  2624768 13664264  6459904  2134528 13664392
  7378944 13664264  2101760 13664352  7378944 13664520  6461440 13664352
  2104320 13664352  7340032  5275656 13664264  2641152 13664264  7378944
 13664392  2657536  2153472 13664392  6462464 13664520      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  5.  5.
  5.  5.  5.  6.  6.  6.  6.  6.  6.  6. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0   13   13   13
   13   13   13   13 -100]"
"['বাতাসে' 'এমনই' 'বিষ' 'যে' ',' '৩' 'দিনের' 'জন্য' 'বন্ধ' 'করে' 'দেওয়া'
 'হয়েছে' 'সরকারি-বেসরকারি' 'সব' 'স্কুল' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],235,"[     101  2134528 13664392  2104320 13664392  3152896 13664264 13664264
  6459904  6462464 13664520  2134528 13664520  3147776  2660352 13664264
  2137088 13664520  6462464 13664264  7378944  2657536 13664352  6462464
  2660352 13664352  2134528 13664352  6462464  2153472 13664352  2097472
 13664352  7378944 13664264  2137088 13664264 13664360  5275656 13664392
  7340032  5275656 13664264  2641152 13664264  3152896 13664352  7378944
 13664352  2097472 13664392  7378944 13664520  2134528 13664264  3152896
 13664352  7378944 13664352  2097472 13664392  7378944 13664520  3152896
 13664352  2134528 13664352  3152896  2097472 13665128  7642112      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  3.  3.  6.  6.
  6.  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  9.  9.  9.  9. 10.
 10. 10. 10. 10. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 12. 12.
 12. 12. 12. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 14. 14. 14. 14. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
"['এমনকী' 'শনিবার' 'দিল্লিতে' 'গুজরাত-বাংলা' 'ও' 'ত্রিপুরা-হায়দরাবাদের'
 'মধ্যে' 'রঞ্জি' 'ম্যাচের' 'প্রথম' 'দিনের' 'খেলা' 'পর্যন্ত' 'বন্ধ' 'করে'
 'দেওয়া' 'হয়' '।']","['O' 'O' 'B-NAM' 'B-NAM' 'O' 'B-NAM' 'O' 'B-NAM' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",236,"[     101 13664264  6459904 13664352  6462464 13664352  2097472 13664520
  3673344 13664352  6462464 13664520  2134528 13664392  7378944  2137088
 13664520  7642112  7642112 13664520  2104320 13664264  2130240 13665128
  2657536  7378944 13664392  2104320 13664352  2134528 13664392  6455616
  7642112 13664392 13664360  2104320  7378944 13664520  2101760 13665128
  7378944 13664392  7340032 13664392  5275656 13664352  2137088 13664352
  7378944 13664392  2134528 13664392  2137088 13664264  7378944  6459904
 13664352  2153472  2660352 13664264  7378944 13664352  6461440  2657536
 13664520  6459904  2660352 13664392  2624768 13664264  7378944  2101760
  7378944 13664352  2120704 13664352  6459904 13664352  2137088 13664520
  6462464 13664264  7378944  2113856 13664264  7642112 13664392  2101760
 13664352  7378944  2660352 13664352  6462464  2104320 13664352  2134528
 13664352  6462464  2153472 13664352  2097472 13664352  7378944 13664264
  2137088 13664264 13664360  5275656 13664392  7340032  5275656 13664352
      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.  5.
  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.
  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  9.
  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11. 12. 12. 12.
 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 14. 14. 14. 14. 15. 15. 15. 15.
 15. 16. 16. 16. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0   11   11   11   11   11   11   11   11   11   11   11   11   11
   11   11   11   11   11   11    0   11   11   11   11   11   11   11
   11   11   11   11   11   11   11   11   11   11   11   11   11    0
    0    0    0    0   11   11   11   11   11    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100]"
['রবিবারও' 'মাস্ক' 'পরে' 'অনুশীলন' 'করতে' 'দেখা' 'যায়' 'ক্রিকেটারদের' '।'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NOM' 'O'],237,"[     101  7378944 13664352  2134528 13664520  2134528 13664392  7378944
 13664360  6459904 13664392  3152896  2097472 13664352  2101760 13664352
  7378944 13664264 13664360  6462464 13665128  3673344 13664520  7642112
 13664352  6462464 13664352  2097472 13664352  7378944 13664352  2104320
 13664264  2137088 13664264  2113856 13664392  2660352 13664392  5275656
  2097472  7378944 13664520  2097472 13664264  2103296 13664392  7378944
  2137088 13664264  7378944      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.
  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  5.  5.  5.
  5.  6.  6.  6.  7.  7.  7.  7.  7.  7.  7.  7.  7.  7.  7. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0   13   13
   13   13   13   13   13   13   13   13   13 -100]"
['পরিস্থিতি' 'নিয়ে' 'উদ্বিগ্ন' 'দিল্লি' 'সরকার' '।'],['O' 'O' 'O' 'B-NOM' 'I-NOM' 'O'],238,"[     101  2101760 13664352  7378944 13664520  3152896  2120704 13664520
  2104320 13664520  6462464 13664520  5275656 13664264 13665128  2137088
  2134528 13664520  2130240 13664352  6462464 13664352  2137088 13664520
  7642112  7642112 13664520  3152896 13664352  7378944 13664352  2097472
 13664392  7378944      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.
  2.  2.  2.  2.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0   13   13   13   13   13   14
   14   14   14   14   14   14 -100]"
"['পরিস্থিতিতে' 'সামলাতে' 'রবিবার' 'মন্ত্রিসভার' 'বৈঠক' 'করেন' 'দিল্লির'
 'মুখ্যমন্ত্রী' 'অরবিন্দ' 'কেজরীবাল' '।']",['O' 'O' 'O' 'B-NAM' 'O' 'O' 'B-NOM' 'I-NOM' 'B-NAM' 'I-NAM' 'O'],239,"[     101  2101760 13664352  7378944 13664520  3152896  2120704 13664520
  2104320 13664520  2104320 13664264  3152896 13664392  6459904  7642112
 13664392  2104320 13664264  7378944 13664352  2134528 13664520  2134528
 13664392  7378944  6459904 13664352  6462464  2104320  7378944 13664520
  3152896  2150912 13664392  7378944  2134528 13664360  5275904  2119680
 13664352  2097472 13664352  2097472 13664352  7378944 13664264  6462464
  2137088 13664520  7642112  7642112 13664520  7378944  6459904 13665128
  2113856  2660352 13664352  6459904 13664352  6462464  2104320  7378944
 13664520 13664360  7378944  2134528 13664520  6462464  2137088 13664352
  2097472 13664264  2657536  7378944 13664520  2134528 13664392  7642112
      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.
  1.  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.
  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.
  7.  7.  7.  7.  7.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.
  9.  9.  9.  9.  9.  9.  9.  9. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0   11   11
   11   11   11   11   11   11   11   11    0    0    0    0    0    0
    0    0    0    0    0    0   13   13   13   13   13   13   14   14
   14   14   14   14   14   14   14   14   14   11   11   11   11   11
   11   11   12   12   12   12   12   12   12   12 -100]"
"['এদিন' 'সাংবাদিক' 'সম্মেলন' 'করে' '৫দিনের' 'জন্য' 'সব' 'নির্মাণ' 'বা'
 'ভাঙাভাঙির' 'কাজ' 'বন্ধ' 'রাখার' 'ঘোষণা' 'করেন' 'তিনি' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PRO' 'O'],240,"[     101 13664264  2137088 13664520  6462464  3152896 13664392  6455616
  2134528 13664392  2137088 13664520  2097472  3152896 13664352  6459904
  6459904 13664264  7642112 13664352  6462464 13664352  2097472 13664352
  7378944 13664264  2137088 13664520  6462464 13664264  7378944  2657536
 13664352  6462464  2660352 13664352  3152896 13664352  2134528 13664352
  6462464 13664520  7378944  6459904 13664392  6461440  2134528 13664392
  2150912 13664392  6455616 13664392  2150912 13664392  6455616 13664520
  7378944  2097472 13664392  2657536  2134528 13664352  6462464  2153472
 13664352  7378944 13664392  2113856 13664392  7378944  2146624 13664360
  3147776  6461440 13664392  2097472 13664352  7378944 13664264  6462464
  2104320 13664520  6462464 13664520      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  2.  2.  2.  3.  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.
  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.  8.  8.  9.  9.  9.  9.  9.  9.
  9.  9.  9. 10. 10. 10. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 13. 13.
 13. 13. 13. 14. 14. 14. 14. 14. 15. 15. 15. 15. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0   15   15   15   15
 -100]"
"['জানা' 'গিয়েছে' ',' 'বদরপুর' 'বিদ্যুৎ' 'প্রকল্প' '১০' 'দিনের' 'জন্য'
 'বন্ধ' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],241,"[     101  2657536 13664392  6462464 13664392  2130240 13664520  5275656
 13664264  2641152 13664264  2134528 13664352  2137088 13664352  7378944
 13664352  2101760 13665128  7378944  2134528 13664520  2137088  2660352
 13665128  2104320  2101760  7378944 13664352  2097472 13664352  7642112
  2101760 13664352  2137088 13664520  6462464 13664264  7378944  2657536
 13664352  6462464  2660352 13664352  2134528 13664352  6462464  2153472
 13664352      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  3.  3.  3.  3.  3.  3.  3.
  3.  3.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  7.  7.
  7.  7.  7.  8.  8.  8.  8.  8.  9.  9.  9.  9.  9. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
"['রাস্তায়' '১০০' 'ফুট' 'অন্তর' 'জল' 'এবং' 'ভ্যাকুয়াম' 'ক্লিনার' 'দিয়ে'
 'রাস্তা' 'পরিস্কার' 'করবে' 'পূর্ত' 'দফতর' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NAM' 'I-NAM' 'O'],242,"[     101  7378944 13664392  3152896  2104320 13664392  5275656  3150336
 13665128  2103296 13664360  6462464  2104320 13664352  7378944 13664352
  2657536 13664352  7642112 13664352 13664264  2134528 13664352  6455616
  2150912  2660352 13664392  2097472 13665128  5275656 13664392  6459904
  2097472  7642112 13664520  6462464 13664392  7378944  2137088 13664520
  5275656 13664264  7378944 13664392  3152896  2104320 13664392  2101760
 13664352  7378944 13664520  3152896  2097472 13664392  7378944  2097472
 13664352  7378944 13664352  2134528 13664264  2101760 13665128  7378944
  2104320 13664352  2137088 13664352  3150336 13664352  2104320 13664352
  7378944 13664352      102]","[nan  0.  0.  0.  0.  0.  0.  2.  2.  2.  3.  3.  3.  3.  3.  3.  4.  4.
  4.  4.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.
  7.  7.  8.  8.  8.  8.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10.
 10. 11. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13.
 13. 13. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0   11   11   11   11   11   12   12   12   12
   12   12   12   12 -100]"
"['দূষণ' 'মাপার' 'যন্ত্রই' 'বলে' 'দিচ্ছে' ',' 'প্রতিমুহূর্তে' 'কীভাবে'
 'মারাত্মকহারে' 'বেড়ে' 'চলেছে' 'দিল্লির' 'দূষণ' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NAM' 'O' 'O'],243,"[     101  2137088 13665128  3147776 13664352  6461440 13664352  6459904
 13664392  2101760 13664392  7378944  2660352 13664352  6462464  2104320
  7378944 13664520  2134528 13664352  7642112 13664264  2137088 13664520
  2624768  2641152 13664264  2101760  7378944 13664352  2104320 13664520
  6459904 13665128  7340032 13665128  7378944  2104320 13664264  2097472
 13664520  2150912 13664392  2134528 13664264  6459904 13664392  7378944
 13664392  2104320  6459904 13664352  2097472 13664352  7340032 13664392
  7378944 13664264  2134528 13664264  7374848 13664264  2624768 13664352
  7642112 13664264  2641152 13664264  2137088 13664520  7642112  7642112
 13664520  7378944  2137088 13665128  3147776 13664352  6461440 13664352
      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.
  3.  3.  3.  3.  4.  4.  4.  4.  4.  6.  6.  6.  6.  6.  6.  6.  6.  6.
  6.  6.  6.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  8.
  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11.
 11. 11. 12. 12. 12. 12. 12. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0   11   11
   11   11   11   11    0    0    0    0    0    0 -100]"
['শুরুটা' 'হয়েছিল' 'দীপাবলির' 'দিন' 'থেকে' '।'],['O' 'O' 'O' 'O' 'O' 'O'],244,"[     101  3673344 13665128  7378944 13665128  2103296 13664392  7340032
  5275656 13664264  2641152 13664520  7642112  2137088 13664520  2101760
 13664392  2134528  7642112 13664520  7378944  2137088 13664520  6462464
  2120704 13664264  2097472 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  2.  2.  3.  3.  3.  4.  4.  4.  4. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100]"
"['তারওপর' 'দীপাবলি' 'এবং' 'ফসল' 'পোড়ানোর' 'ঘটনা' 'দূষণের' 'মাত্রাকে'
 'আরও' 'বাড়িয়েছে' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],245,"[     101  2104320 13664392  7378944 13664360  2101760 13664352  7378944
 13664352  2137088 13664520  2101760 13664392  2134528  7642112 13664520
 13664264  2134528 13664352  6455616  3150336 13664352  3152896 13664352
  7642112 13664352  2101760 13664360  7374848 13664392  6462464 13664360
  7378944  2146624 13664352  2103296 13664352  6462464 13664392  2137088
 13665128  3147776  6461440 13664264  7378944  6459904 13664392  2104320
  7378944 13664392  2097472 13664264 13664392  7378944 13664360  2134528
 13664392  7374848 13664520  5275656 13664264  2641152 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.
  2.  2.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.
  5.  5.  5.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.  7.  8.  8.
  8.  9.  9.  9.  9.  9.  9.  9.  9. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
['সব' 'মিলিয়ে' 'দূষণ-শেষের' 'কোনও' 'লক্ষণ' 'নেই' '।'],['O' 'O' 'O' 'O' 'O' 'O' 'O'],246,"[     101  3152896 13664352  2134528 13664352  6459904 13664520  7642112
 13664520  5275656 13664264  2137088 13665128  3147776 13664352  6461440
 13664352  3673344 13664264  3147776 13664264  7378944  2097472 13664360
  6462464 13664360  7642112 13664352  2097472  3147776 13664352  6461440
 13664352  6462464 13664264 13664520      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.
  2.  2.  2.  2.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.
 nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
['এই' 'মুহূর্তে' 'দূষণ-আতঙ্কে' 'কাঁপছে' 'রাজধানী' '।'],['O' 'O' 'O' 'O' 'B-NOM' 'O'],247,"[     101 13664264 13664520  6459904 13665128  7340032 13665128  7378944
  2104320 13664264  2137088 13665128  3147776 13664352  6461440 13664352
 13664392  2104320 13664352  6455616  2097472 13664264  2097472 13795424
  2101760 13664352  2641152 13664264  7378944 13664392  2657536  2153472
 13664392  6462464 13664520      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.
  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
   13   13   13   13   13   13   13 -100]"
"['দিল্লিবাসীকে' 'বাড়ির' 'বাইরে' 'না' 'বরনোর' 'পরামর্শ' 'দিচ্ছেন'
 'বিশেষজ্ঞরা' '।']",['B-NAM' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NOM' 'O'],248,"[     101  2137088 13664520  7642112  7642112 13664520  2134528 13664392
  3152896 13664520  2097472 13664264  2134528 13664392  7374848 13664520
  7378944  2134528 13664392 13664520  7378944 13664264  6462464 13664392
  2134528 13664352  7378944 13664352  6462464 13664360  7378944  2101760
 13664352  7378944 13664392  6459904 13664352  7378944  3673344 13664352
  2137088 13664520  2624768  2641152 13664264  6462464  2134528 13664520
  3673344 13664264  3147776 13664352  2657536  6461440 13664352  7378944
 13664392      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.
  2.  2.  2.  2.  3.  3.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.
  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.  7.  7.
  7.  7.  7. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100   11   11   11   11   11   11   11   11   11   11   11    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0   13   13   13   13   13   13   13   13   13   13
   13 -100]"
"['পরিস্থিতি' 'এতটাই' 'মারাত্মক' 'জায়গায়' 'পৌঁছেছে' 'কৃত্রিম' 'বৃষ্টিপাত'
 'নিয়েও' 'চিন্তাভাবনা' 'করছে' 'দিল্লি' 'সরকার' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'O'],249,"[     101  2101760 13664352  7378944 13664520  3152896  2120704 13664520
  2104320 13664520 13664264  2104320  2103296 13664392 13664520  6459904
 13664392  7378944 13664392  2104320  6459904 13664352  2097472 13664352
  2657536 13664392  5275656  2130240 13664392  5275656  2101760 13664360
  5276512  2641152 13664264  2641152 13664264  2097472  7374848 13664520
  2104320  7378944 13664520  6459904  2134528  7374848 13664520  3147776
  2103296 13664520  2101760 13664392  2104320  6462464 13664520  5275656
 13664264 13664360  2624768 13664520  6462464  2104320 13664392  2150912
 13664392  2134528  6462464 13664392  2097472 13664352  7378944 13664352
  2641152 13664264  2137088 13664520  7642112  7642112 13664520  3152896
 13664352  7378944 13664352  2097472 13664392  7378944      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.
  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.
  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9.  9.
  9.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0   13   13   13   13   13   14   14   14   14   14
   14   14 -100]"
