Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
"['Погляд' 'швидко' 'окинув' 'середовище' ':' 'так' ',' 'тут' 'можуть'
 'піти' 'тріщини' 'по' 'землі' ',' 'але' 'це' 'малоймовірно' ';'
 'праворуч' '–' 'лінія' 'електропередач' 'та' 'дерева' ',' 'треба'
 'забиратись' 'подалі' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",1634,"[     101  2101760 13664352  7372800  7641344 13664456  2136064  3147776
  3248640 13664512  2136064  2097472 13664352 13664352  2097472 13664512
  6461440 13665128  3248640  3151872 13664256  7378944 13664256  2136064
 13664352  3248640 13664512  3147776  2623488 13664256  2103296 13664456
  2097472  2103296 13665128  2103296  6459904 13664352  3180544 13665128
  2103552  2101760 13664520  2103296 13664512  2103296  7379200 13664520
  3147776  2623488 13664512  6461440 13664512  2101760 13664352  3184640
 13664256  6459904  7641344 13664520 13664456  7641088 13664256  2627584
 13664256  6459904 13664456  7641088 13664352  5275904  6459904 13664352
  3248640 13664520  7378944  6461440 13664352  2101760  7378944 13664456
  3248640 13664352  7378944 13665128  2623488  7641344 13664520  6461696
 13664520 13664456 13664256  7641088 13664256  2097472  2103296  7378944
 13664352  2101760 13664256  7378944 13664256  2136064 13664456  2623488
  2103296 13664456  2136064 13664256  7378944 13664256  3248640 13664456
  2103296  7378944 13664256  2134528 13664456  3184640 13664456  2134528
 13664512  7378944 13664456  2103296 13664512  3152128  2101760 13664352
  2136064 13664456  7641344 13664520      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  5.  5.  5.  7.  7.  7.
  8.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 11.
 11. 12. 12. 12. 12. 12. 14. 14. 14. 15. 15. 16. 16. 16. 16. 16. 16. 16.
 16. 16. 16. 16. 16. 18. 18. 18. 18. 18. 18. 18. 18. 20. 20. 20. 20. 20.
 21. 21. 21. 21. 21. 21. 21. 21. 21. 21. 21. 21. 21. 21. 22. 22. 23. 23.
 23. 23. 23. 23. 25. 25. 25. 25. 25. 26. 26. 26. 26. 26. 26. 26. 26. 26.
 27. 27. 27. 27. 27. 27. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0 -100]"
"['Ми' 'побігли' 'глибше' 'в' 'поле' ',' 'однак' 'вже' 'скоро' 'поштовхи'
 'зупинились' '.']",['B-PER' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],1635,"[     101  6459904 13664512  2101760 13664352  2134528 13664520  7372800
  7641088 13664512  7372800  7641088 13664512  2134528  3147776 13664256
  3248640  2101760 13664352  7641088 13664256 13664352  2136064  6461440
 13664456  2097472  3248640  3180544 13664256  3151872  2097472 13664352
  7378944 13664352  2101760 13664352  3147776  2103296 13664352  3248640
  3146048 13664512  3184640 13665128  2101760 13664512  6461440 13664512
  7641088 13664512  3152128      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  3.  4.
  4.  4.  4.  6.  6.  6.  6.  6.  7.  7.  7.  8.  8.  8.  8.  8.  9.  9.
  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    1    1    1    1    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0 -100]"
"['Відчуття' 'досить' 'неприємне' ':' 'ти' 'не' 'знаєш' ',' 'що'
 'станеться' 'в' 'наступну' 'мить' 'і' 'усвідомлюєш' ',' 'що' 'зараз' 'ти'
 'не' 'контролюєш' 'абсолютно' 'нічого' 'і' 'ніяк' 'не' 'можеш' 'вплинути'
 'на' 'ситуацію' '.']","['O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",1636,"[     101  3248640 13664520  2136064  2623488 13665128  2103296  2103552
 13664456  2136064 13664352  3151872 13664512  2103552  6461440 13664256
  2101760  7378944 13664512 13664256  6459904  6461440 13664256  2103296
 13664512  6461440 13664256  3184640  6461440 13664456 13664256  3147776
  3147776  2623488 13664352  3151872  2103296 13664456  6461440 13664256
  2103552  3152128 13664456  3248640  6461440 13664456  3151872  2103296
 13665128  2101760  6461440 13665128  6459904 13664512  2103552 13664520
 13665128  3151872  3248640 13664520  2136064 13664352  6459904  7641344
 13665128 13664256  3147776  3147776  2623488 13664352  3184640 13664456
  7378944 13664456  3184640  2103296 13664512  6461440 13664256  2097472
 13664352  6461440  2103296  7378944 13664352  7641344 13665128 13664256
  3147776 13664456  2134528  3151872 13664352  7641344 13665128  2103296
  6461440 13664352  6461696 13664520  2623488 13664352  7372800 13664352
 13664520  6461696 13664520 13664456  2097472  6461440 13664256  6459904
 13664352  3180544 13664256  3147776  3248640  2101760  7641088 13664512
  6461440 13665128  2103296 13664512  6461440 13664456  3151872 13664512
  2103296 13665128 13664456  2627840 13664520 13665128      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.
  2.  2.  2.  2.  2.  4.  4.  5.  5.  6.  6.  6.  6.  6.  8.  8.  8.  9.
  9.  9.  9.  9.  9.  9.  9. 10. 11. 11. 11. 11. 11. 11. 11. 11. 12. 12.
 12. 13. 14. 14. 14. 14. 14. 14. 14. 14. 14. 14. 14. 16. 16. 16. 17. 17.
 17. 17. 17. 18. 18. 19. 19. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 21.
 21. 21. 21. 21. 21. 21. 21. 21. 22. 22. 22. 22. 22. 22. 23. 24. 24. 24.
 24. 25. 25. 26. 26. 26. 26. 26. 27. 27. 27. 27. 27. 27. 27. 27. 28. 28.
 29. 29. 29. 29. 29. 29. 29. 29. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    5    5    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    5    5    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
"['Ми' 'побігли' 'до' 'власника' 'плантації' ',' 'однак' 'той' 'нас'
 'заспокоїв' ',' 'мовляв' ',' 'у' 'нас' 'таке' 'досить' 'часто' ',' 'тож'
 'вертайтесь' 'до' 'роботи' '.']","['B-PER' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",1637,"[     101  6459904 13664512  2101760 13664352  2134528 13664520  7372800
  7641088 13664512  2136064 13664352  3248640  7641088 13664456  3151872
  6461440 13664512  2097472 13664456  2101760  7641088 13664456  6461440
  2103296 13664456  2627840 13664520  5275904 13664520 13664352  2136064
  6461440 13664456  2097472  2103296 13664352  5275904  6461440 13664456
  3151872  3184640 13664456  3151872  2101760 13664352  2097472 13664352
  5275904 13664520  3248640  6459904 13664352  3248640  7641344 13664456
  3248640 13665128  6461440 13664456  3151872  2103296 13664456  2097472
 13664256  2136064 13664352  3151872 13664512  2103552  2623488 13664456
  3151872  2103296 13664352  2103296 13664352  3180544  3248640 13664256
  7378944  2103296 13664456  5275904  2103296 13664256  3152128  2136064
 13664352  7378944 13664352  2134528 13664352  2103296 13664512      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  3.  3.  3.  3.  3.  3.
  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  6.  6.  6.  6.  6.  7.
  7.  7.  8.  8.  8.  9.  9.  9.  9.  9.  9.  9.  9.  9.  9. 11. 11. 11.
 11. 11. 11. 13. 14. 14. 14. 15. 15. 15. 15. 16. 16. 16. 16. 16. 17. 17.
 17. 17. 17. 19. 19. 19. 20. 20. 20. 20. 20. 20. 20. 20. 20. 21. 21. 22.
 22. 22. 22. 22. 22. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    0    0    0    0    0    0    0    0    0    5    5
    5    5    5    5    5    5    6    6    6    6    6    6    6    6
    6    6    0    0    0    0    0    5    5    5    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    5    5    5    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100]"
['Ми' 'повернулись' 'і' 'ще' 'довго' 'оговтувались' 'від' 'вражень' '.'],['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],1638,"[     101  6459904 13664512  2101760 13664352  3248640 13664256  7378944
  6461440 13665128  7641088 13664512  3152128 13664520  3147776  2623488
 13664256  2136064 13664352  3248640  7372800 13664352 13664352  7372800
 13664352  3248640  2103296 13665128  3248640 13664456  7641088 13664512
  3152128  3248640 13664520  2136064  3248640  7378944 13664456  3180544
 13664256  6461696      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.  3.  3.  3.  4.
  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.
  7.  7.  7.  7.  7.  7. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[-100    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100]"
"['Всі' 'ми' 'пережили' 'свій' 'перший' 'землетрус' '…' 'Не' 'все' 'так'
 'райдужно' ',' 'як' 'здавалось' 'Я' 'написала' 'повідомлення' 'своєму'
 'знайомому' 'в' 'Катманду' '.']","['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER'
 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-GPE' 'O']",1639,"[     101  3248640  3152128 13664520  6459904 13664512  2101760 13664256
  7378944 13664256  3180544 13664512  7641088 13664512  3151872  3248640
 13664520  5275904  2101760 13664256  7378944  3147776 13664512  5275904
  3184640 13664256  6459904  7641088 13664256  2103296  7378944 13665128
  3151872  6461440 13664256  3248640  3151872 13664256  2103296 13664456
  2097472  7378944 13664456  5275904  2136064 13665128  3180544  6461440
 13664352  5275904 13664456  2097472  3184640  2136064 13664456  3248640
 13664456  7641088 13664352  3152128  5275904 13664456  6461440 13664456
  2101760 13664512  3151872 13664456  7641088 13664456  2101760 13664352
  3248640 13664520  2136064 13664352  6459904  7641088 13664256  6461440
  6461696 13664456  3151872  3248640 13664352 13664256  6459904 13665128
  3184640  6461440 13664456  5275904 13664352  6459904 13664352  6459904
 13665128  3248640  2097472 13664456  2103296  6459904 13664456  6461440
  2136064 13665128      102]","[nan  0.  0.  0.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.
  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  7.  7.  8.
  8.  8.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 12. 12. 12. 13. 13.
 13. 13. 13. 13. 13. 13. 14. 14. 15. 15. 15. 15. 15. 15. 15. 15. 16. 16.
 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 17. 17. 17. 17. 17. 17. 18. 18.
 18. 18. 18. 18. 18. 18. 18. 19. 20. 20. 20. 20. 20. 20. 20. 20. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    6    6    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    5    5    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    5    5
    5    5    5    5    6    6    6    6    6    6    6    6    6    0
    3    3    3    3    3    3    3    3 -100]"
['“' 'А' 'у' 'нас' 'щойно' 'був' 'землетрус' '!”.'],['O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O'],1640,"[     101 13664456 13665128  6461440 13664456  3151872  3147776  2623488
 13664352  5275904  6461440 13664352  2134528 13665128  3248640  3184640
 13664256  6459904  7641088 13664256  2103296  7378944 13665128  3151872
      102]","[nan  1.  2.  3.  3.  3.  4.  4.  4.  4.  4.  4.  5.  5.  5.  6.  6.  6.
  6.  6.  6.  6.  6.  6. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    5    5    5    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0 -100]"
"['Чомусь' ',' 'я' 'була' 'впевнена' ',' 'що' 'це' 'сталось' 'лише' 'тут'
 ',' 'на' 'Сході' '.']",['O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'B-LOC' 'O'],1641,"[     101  2623488 13664352  6459904 13665128  3152128  5275904 13664456
  2134528 13665128  7641088 13664456  3248640  2101760 13664256  3248640
  6461440 13664256  6461440 13664456  3147776  2623488 13664352  2627584
 13664256  3151872  2103296 13664456  7641088 13664352  3152128  7641088
 13664512  3147776 13664256  2103296 13665128  2103296  6461440 13664456
  3151872  3146048 13664352  2136320 13664520      102]","[nan  0.  0.  0.  0.  0.  2.  2.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.
  4.  4.  6.  6.  6.  7.  7.  8.  8.  8.  8.  8.  8.  9.  9.  9.  9. 10.
 10. 10. 12. 12. 13. 13. 13. 13. 13. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    5    5    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    1    1    1    0    0    1    1
    1    1    1 -100]"
['За' 'пів' 'години' 'знайомий' 'зателефонував' 'мені' '.'],['O' 'O' 'O' 'B-PER' 'O' 'B-PER' 'O'],1642,"[     101  3184640 13664456  2101760 13664520  3248640  7372800 13664352
  2136064 13664512  6461440 13664512  3184640  6461440 13664456  5275904
 13664352  6459904 13664512  5275904  3184640 13664456  2103296 13664256
  7641088 13664256  3215872 13664352  6461440 13665128  3248640 13664456
  3248640  6459904 13664256  6461696 13664520      102]","[nan  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.
  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.
  5. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    5    5
    5    5    5    5    5    5    0    0    0    0    0    0    0    0
    0    0    0    0    0    5    5    5    5 -100]"
['“' 'Скільки' 'у' 'вас' 'було' 'балів' '?”'],['O' 'O' 'O' 'B-PER' 'O' 'O' 'O'],1643,"[     101  3151872  2097472 13664520  7641344  2097472 13664512 13665128
  3248640 13664456  3151872  2134528 13665128  7641088 13664352  2134528
 13664456  7641344 13664520  3248640      102]","[nan  1.  1.  1.  1.  1.  1.  2.  3.  3.  3.  4.  4.  4.  4.  5.  5.  5.
  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    5    5    5    0    0    0
    0    0    0    0    0    0 -100]"
['–' 'спитав' 'він' '.'],['O' 'O' 'B-PER' 'O'],1644,"[     101  3151872  2101760 13664512  2103296 13664456  3248640  3248640
 13664520  6461440      102]",[nan  1.  1.  1.  1.  1.  1.  2.  2.  2. nan],[1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    5    5    5 -100]
['-' '4' '!'],['O' 'O' 'O'],1645,[101 102],[nan nan],[1 1],[-100 -100]
"['–' 'у' 'нас' 'було' '7,9!']",['O' 'O' 'B-PER' 'O' 'O'],1646,"[     101 13665128  6461440 13664456  3151872  2134528 13665128  7641088
 13664352      102]",[nan  1.  2.  2.  2.  3.  3.  3.  3. nan],[1 1 1 1 1 1 1 1 1 1],[-100    0    5    5    5    0    0    0    0 -100]
['Я' 'буквально' 'відкрила' 'рот' '.'],['B-PER' 'O' 'O' 'O' 'O'],1647,"[     101  5275904 13664456  2134528 13665128  2097472  3248640 13664456
  7641344  6461440 13664352  3248640 13664520  2136064  2097472  7378944
 13664512  7641088 13664456  7378944 13664352  2103296      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.
  2.  3.  3.  3. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
"['Далі' 'він' 'розповів' 'мені' 'як' 'на' 'його' 'очах' 'падали' 'храми'
 ',' 'руйнувались' 'будинки' ',' 'кричали' 'жінки' 'і' 'діти' ','
 'тріскав' 'асфальт' '.']","['O' 'B-PER' 'O' 'B-PER' 'O' 'O' 'B-PER' 'O' 'O' 'B-LOC' 'O' 'O' 'B-LOC'
 'O' 'O' 'B-PER' 'O' 'B-PER' 'O' 'O' 'B-LOC' 'O']",1648,"[     101  2136064 13664456  7641344 13664520  3248640 13664520  6461440
  7378944 13664352  3184640  2101760 13664352  3248640 13664520  3248640
  6459904 13664256  6461696 13664520  5275904 13664456  2097472  6461440
 13664456  5275904 13664352  7372800 13664352 13664352  2623488 13664456
  3146048  2101760 13664456  2136064 13664456  7641088 13664512  3146048
  7378944 13664456  6459904 13664512  7378944 13665128  5275904  6461440
 13665128  3248640 13664456  7641088 13664512  3152128  2134528 13665128
  2136064 13664512  6461440  2097472 13664512  2097472  7378944 13664512
  2623488 13664456  7641088 13664512  3180544 13664520  6461440  2097472
 13664512 13664520  2136320 13664520  2103296 13664512  2103296  7379200
 13664520  3151872  2097472 13664456  3248640 13664456  3151872  3215872
 13664456  7641344  2103296      102]","[nan  0.  0.  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  3.  3.
  3.  3.  4.  4.  4.  5.  5.  6.  6.  6.  6.  7.  7.  7.  7.  8.  8.  8.
  8.  8.  8.  9.  9.  9.  9.  9. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11.
 12. 12. 12. 12. 12. 12. 12. 14. 14. 14. 14. 14. 14. 14. 15. 15. 15. 15.
 15. 16. 17. 17. 17. 17. 19. 19. 19. 19. 19. 19. 19. 20. 20. 20. 20. 20.
 20. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    5    5    5    0    0    0    0    0    0
    0    0    5    5    5    5    0    0    0    0    0    5    5    5
    5    0    0    0    0    0    0    0    0    0    0    1    1    1
    1    1    0    0    0    0    0    0    0    0    0    0    1    1
    1    1    1    1    1    0    0    0    0    0    0    0    5    5
    5    5    5    0    5    5    5    5    0    0    0    0    0    0
    0    1    1    1    1    1    1 -100]"
['Я' 'не' 'могла' 'в' 'це' 'повірити' '.'],['B-PER' 'O' 'O' 'O' 'O' 'O' 'O'],1649,"[     101  5275904 13664456  6461440 13664256  6459904 13664352  7372800
  7641088 13664456  3248640  2627584 13664256  2101760 13664352  3248640
 13664520  7378944 13664512  2103296 13664512      102]","[nan  0.  0.  1.  1.  2.  2.  2.  2.  2.  3.  4.  4.  5.  5.  5.  5.  5.
  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
"['Переповівши' 'ситуацію' 'волонтерам' ',' 'ми' 'організували' 'цілий'
 'інформаційний' 'пункт' 'на' 'пагорбі' 'біля' 'магазину' '.']","['O' 'O' 'B-PER' 'O' 'B-PER' 'O' 'B-LOC' 'I-LOC' 'I-LOC' 'O' 'B-LOC' 'O'
 'B-LOC' 'O']",1650,"[     101  2101760 13664256  7378944 13664256  2101760 13664352  3248640
 13664520  3248640  3147776 13664512  3151872 13664512  2103296 13665128
 13664456  2627840 13664520 13665128  3248640 13664352  7641088 13664352
  6461440  2103296 13664256  7378944 13664456  6459904  6459904 13664512
 13664352  7378944  7372800 13664456  6461696 13664520  3184640 13665128
  3248640 13664456  7641088 13664512  2627840 13664520  7641088 13664512
  5275904 13664520  6461440  3215872 13664352  7378944  6459904 13664456
  2627840 13664520  5275904  6461440 13664512  5275904  2101760 13665128
  6461440  2097472  2103296  6461440 13664456  2101760 13664456  7372800
 13664352  7378944  2134528 13664520  2134528 13664520  7641344 13664456
  6459904 13664456  7372800 13664456  3184640 13664512  6461440 13665128
      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.
  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  4.  4.  5.  5.  5.  5.
  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.
  7.  7.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  9.  9. 10. 10. 10.
 10. 10. 10. 10. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    5    5    5    5    5    5    5    5
    5    5    5    5    0    0    0    0    0    0    0    0    0    0
    0    0    1    1    1    1    1    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    0    0    1
    1    1    1    1    1    1    0    0    0    0    1    1    1    1
    1    1    1    1 -100]"
